state,state_name,page_type,tier,name,population,latitude,longitude,url_slug,include_reason
NC,North Carolina,city,Core,Charlotte,911311,35.22709,-80.84313,/{segment}/nc/charlotte/,pop>=50k;top10-in-state
NC,North Carolina,city,Core,Raleigh,482295,35.7721,-78.63861,/{segment}/nc/raleigh/,pop>=50k;top10-in-state
NC,North Carolina,city,Core,West Raleigh,338759,35.78682,-78.66389,/{segment}/nc/west-raleigh/,pop>=50k;top10-in-state
NC,North Carolina,city,Core,Greensboro,285342,36.07264,-79.79198,/{segment}/nc/greensboro/,pop>=50k;top10-in-state
NC,North Carolina,city,Core,Durham,257636,35.99403,-78.89862,/{segment}/nc/durham/,pop>=50k;top10-in-state
NC,North Carolina,city,Core,Winston-Salem,241218,36.09986,-80.24422,/{segment}/nc/winston-salem/,pop>=50k;top10-in-state
NC,North Carolina,city,Core,Fayetteville,201963,35.05266,-78.87836,/{segment}/nc/fayetteville/,pop>=50k;top10-in-state
NC,North Carolina,city,Core,Cary,159769,35.79154,-78.78112,/{segment}/nc/cary/,pop>=50k;top10-in-state
NC,North Carolina,city,Core,Wilmington,115933,34.23556,-77.94604,/{segment}/nc/wilmington/,pop>=50k;top10-in-state
NC,North Carolina,city,Core,High Point,110268,35.95569,-80.00532,/{segment}/nc/high-point/,pop>=50k;top10-in-state
NC,North Carolina,city,Core,Asheville,95056,35.60095,-82.55402,/{segment}/nc/asheville/,pop>=50k
NC,North Carolina,city,Core,Greenville,90597,35.61266,-77.36635,/{segment}/nc/greenville/,pop>=50k
NC,North Carolina,city,Core,Concord,87696,35.40888,-80.58158,/{segment}/nc/concord/,pop>=50k
NC,North Carolina,city,Core,Gastonia,74543,35.26208,-81.1873,/{segment}/nc/gastonia/,pop>=50k
NC,North Carolina,city,Core,Jacksonville,67357,34.75405,-77.43024,/{segment}/nc/jacksonville/,pop>=50k
NC,North Carolina,city,Core,Chapel Hill,59568,35.9132,-79.05584,/{segment}/nc/chapel-hill/,pop>=50k
NC,North Carolina,city,Core,Rocky Mount,55806,35.93821,-77.79053,/{segment}/nc/rocky-mount/,pop>=50k
NC,North Carolina,city,Core,Huntersville,52704,35.41069,-80.84285,/{segment}/nc/huntersville/,pop>=50k
NC,North Carolina,city,Core,Burlington,52472,36.09569,-79.4378,/{segment}/nc/burlington/,pop>=50k
NC,North Carolina,city,Extended,Wilson,49643,35.72127,-77.91554,/{segment}/nc/wilson/,tier1-corridor-state
NC,North Carolina,city,Extended,Kannapolis,46144,35.48736,-80.62173,/{segment}/nc/kannapolis/,tier1-corridor-state
NC,North Carolina,city,Extended,Apex,45585,35.73265,-78.85029,/{segment}/nc/apex/,tier1-corridor-state
NC,North Carolina,city,Extended,Hickory,40374,35.73319,-81.3412,/{segment}/nc/hickory/,tier1-corridor-state
NC,North Carolina,city,Extended,Wake Forest,38199,35.97987,-78.50972,/{segment}/nc/wake-forest/,tier1-corridor-state
NC,North Carolina,city,Extended,Indian Trail,37073,35.07681,-80.66924,/{segment}/nc/indian-trail/,tier1-corridor-state
NC,North Carolina,city,Extended,Mooresville,36009,35.58486,-80.81007,/{segment}/nc/mooresville/,tier1-corridor-state
NC,North Carolina,city,Extended,Goldsboro,35826,35.38488,-77.99277,/{segment}/nc/goldsboro/,tier1-corridor-state
NC,North Carolina,city,Extended,Monroe,34623,34.98543,-80.54951,/{segment}/nc/monroe/,tier1-corridor-state
NC,North Carolina,city,Extended,Salisbury,34017,35.67097,-80.47423,/{segment}/nc/salisbury/,tier1-corridor-state
NC,North Carolina,city,Extended,Holly Springs,31377,35.65127,-78.83362,/{segment}/nc/holly-springs/,tier1-corridor-state
NC,North Carolina,city,Extended,Matthews,30678,35.11681,-80.72368,/{segment}/nc/matthews/,tier1-corridor-state
NC,North Carolina,city,Extended,New Bern,30070,35.10849,-77.04411,/{segment}/nc/new-bern/,tier1-corridor-state
NC,North Carolina,city,Extended,Fort Bragg,29183,35.139,-79.00603,/{segment}/nc/fort-bragg/,tier1-corridor-state
NC,North Carolina,city,Extended,Sanford,29144,35.47988,-79.1803,/{segment}/nc/sanford/,tier1-corridor-state
NC,North Carolina,city,Extended,Cornelius,28092,35.4868,-80.86007,/{segment}/nc/cornelius/,tier1-corridor-state
NC,North Carolina,city,Extended,Garner,28053,35.71126,-78.61417,/{segment}/nc/garner/,tier1-corridor-state
NC,North Carolina,city,Extended,Thomasville,27061,35.88264,-80.08199,/{segment}/nc/thomasville/,tier1-corridor-state
NC,North Carolina,city,Extended,Statesville,26221,35.78264,-80.8873,/{segment}/nc/statesville/,tier1-corridor-state
NC,North Carolina,city,Extended,Asheboro,26103,35.70791,-79.81364,/{segment}/nc/asheboro/,tier1-corridor-state
NC,North Carolina,city,Extended,Mint Hill,25627,35.17959,-80.64729,/{segment}/nc/mint-hill/,tier1-corridor-state
NC,North Carolina,corridor,Extended,I-26 (North Carolina),,,,/{segment}/corridors/i-26/nc/,tier2-freight-corridor; route-page-only
NC,North Carolina,corridor,Core,I-40 (North Carolina),,,,/{segment}/corridors/i-40/nc/,tier1-freight-corridor; full-exit-coverage
NC,North Carolina,corridor,Extended,I-77 (North Carolina),,,,/{segment}/corridors/i-77/nc/,tier2-freight-corridor; route-page-only
NC,North Carolina,corridor,Core,I-85 (North Carolina),,,,/{segment}/corridors/i-85/nc/,tier1-freight-corridor; full-exit-coverage
NC,North Carolina,corridor,Core,I-95 (North Carolina),,,,/{segment}/corridors/i-95/nc/,tier1-freight-corridor; full-exit-coverage
ND,North Dakota,city,Core,Fargo,118523,46.87719,-96.7898,/{segment}/nd/fargo/,pop>=50k;top10-in-state
ND,North Dakota,city,Core,Bismarck,75092,46.80833,-100.78374,/{segment}/nd/bismarck/,pop>=50k;top10-in-state
ND,North Dakota,city,Core,Grand Forks,57011,47.92526,-97.03285,/{segment}/nd/grand-forks/,pop>=50k;top10-in-state
ND,North Dakota,city,Extended,Minot,49450,48.23251,-101.29627,/{segment}/nd/minot/,top10-in-state
ND,North Dakota,city,Extended,West Fargo,33597,46.87497,-96.90036,/{segment}/nd/west-fargo/,top10-in-state
ND,North Dakota,city,Extended,Williston,26977,48.14697,-103.61797,/{segment}/nd/williston/,top10-in-state
ND,North Dakota,city,Extended,Dickinson,23765,46.87918,-102.78962,/{segment}/nd/dickinson/,top10-in-state
ND,North Dakota,city,Extended,Mandan,21382,46.82666,-100.88958,/{segment}/nd/mandan/,top10-in-state
ND,North Dakota,corridor,Extended,I-29 (North Dakota),,,,/{segment}/corridors/i-29/nd/,tier2-freight-corridor; route-page-only
ND,North Dakota,corridor,Extended,I-94 (North Dakota),,,,/{segment}/corridors/i-94/nd/,tier2-freight-corridor; route-page-only
NE,Nebraska,city,Core,Omaha,486051,41.25626,-95.94043,/{segment}/ne/omaha/,pop>=50k;top10-in-state
NE,Nebraska,city,Core,Lincoln,294757,40.8,-96.66696,/{segment}/ne/lincoln/,pop>=50k;top10-in-state
NE,Nebraska,city,Core,Bellevue,55510,41.13667,-95.89084,/{segment}/ne/bellevue/,pop>=50k;top10-in-state
NE,Nebraska,city,Core,Grand Island,51440,40.92501,-98.34201,/{segment}/ne/grand-island/,pop>=50k;top10-in-state
NE,Nebraska,city,Extended,Kearney,33021,40.69946,-99.08148,/{segment}/ne/kearney/,top10-in-state
NE,Nebraska,city,Extended,Fremont,26474,41.43333,-96.49808,/{segment}/ne/fremont/,top10-in-state
NE,Nebraska,city,Extended,Hastings,24924,40.58612,-98.38839,/{segment}/ne/hastings/,top10-in-state
NE,Nebraska,city,Extended,Norfolk,24366,42.02834,-97.417,/{segment}/ne/norfolk/,top10-in-state
NE,Nebraska,city,Extended,North Platte,24194,41.12389,-100.76542,/{segment}/ne/north-platte/,top10-in-state
NE,Nebraska,corridor,Extended,I-76 (Nebraska),,,,/{segment}/corridors/i-76/ne/,tier2-freight-corridor; route-page-only
NE,Nebraska,corridor,Core,I-80 (Nebraska),,,,/{segment}/corridors/i-80/ne/,tier1-freight-corridor; full-exit-coverage
NH,New Hampshire,city,Core,Manchester,110229,42.99564,-71.45479,/{segment}/nh/manchester/,pop>=50k;top10-in-state
NH,New Hampshire,city,Core,Nashua,87970,42.76537,-71.46757,/{segment}/nh/nashua/,pop>=50k;top10-in-state
NH,New Hampshire,city,Extended,Concord,43976,43.20814,-71.53757,/{segment}/nh/concord/,top10-in-state
NH,New Hampshire,city,Extended,East Concord,42605,43.24202,-71.53813,/{segment}/nh/east-concord/,top10-in-state
NH,New Hampshire,city,Extended,Derry Village,34539,42.89175,-71.31201,/{segment}/nh/derry-village/,top10-in-state
NH,New Hampshire,city,Extended,Dover,30880,43.19786,-70.87367,/{segment}/nh/dover/,top10-in-state
NH,New Hampshire,city,Extended,Rochester,30038,43.30453,-70.97562,/{segment}/nh/rochester/,top10-in-state
NH,New Hampshire,city,Extended,Salem,29549,42.78842,-71.20089,/{segment}/nh/salem/,top10-in-state
NH,New Hampshire,city,Extended,Merrimack,26726,42.86509,-71.4934,/{segment}/nh/merrimack/,top10-in-state
NH,New Hampshire,corridor,Extended,I-89 (New Hampshire),,,,/{segment}/corridors/i-89/nh/,tier2-freight-corridor; route-page-only
NH,New Hampshire,corridor,Extended,I-91 (New Hampshire),,,,/{segment}/corridors/i-91/nh/,tier2-freight-corridor; route-page-only
NH,New Hampshire,corridor,Extended,I-93 (New Hampshire),,,,/{segment}/corridors/i-93/nh/,tier2-freight-corridor; route-page-only
NH,New Hampshire,corridor,Core,I-95 (New Hampshire),,,,/{segment}/corridors/i-95/nh/,tier1-freight-corridor; full-exit-coverage
NJ,New Jersey,city,Core,Newark,281944,40.73566,-74.17237,/{segment}/nj/newark/,pop>=50k;top10-in-state
NJ,New Jersey,city,Core,Jersey City,264290,40.72816,-74.07764,/{segment}/nj/jersey-city/,pop>=50k;top10-in-state
NJ,New Jersey,city,Core,Paterson,147754,40.91677,-74.17181,/{segment}/nj/paterson/,pop>=50k;top10-in-state
NJ,New Jersey,city,Core,Elizabeth,129007,40.66399,-74.2107,/{segment}/nj/elizabeth/,pop>=50k;top10-in-state
NJ,New Jersey,city,Core,Edison,102548,40.51872,-74.4121,/{segment}/nj/edison/,pop>=50k;top10-in-state
NJ,New Jersey,city,Core,Trenton,89620,40.21705,-74.74294,/{segment}/nj/trenton/,pop>=50k;top10-in-state
NJ,New Jersey,city,Core,Toms River,88791,39.95373,-74.19792,/{segment}/nj/toms-river/,pop>=50k;top10-in-state
NJ,New Jersey,city,Core,Clifton,86334,40.85843,-74.16376,/{segment}/nj/clifton/,pop>=50k;top10-in-state
NJ,New Jersey,city,Core,Camden,76119,39.92595,-75.11962,/{segment}/nj/camden/,pop>=50k;top10-in-state
NJ,New Jersey,city,Core,Passaic,71085,40.85677,-74.12848,/{segment}/nj/passaic/,pop>=50k;top10-in-state
NJ,New Jersey,city,Core,Cherry Hill,70475,39.93484,-75.03073,/{segment}/nj/cherry-hill/,pop>=50k
NJ,New Jersey,city,Core,Union City,69156,40.77955,-74.02375,/{segment}/nj/union-city/,pop>=50k
NJ,New Jersey,city,Core,Bayonne,66311,40.66871,-74.11431,/{segment}/nj/bayonne/,pop>=50k
NJ,New Jersey,city,Core,Middletown,65490,40.39428,-74.11709,/{segment}/nj/middletown/,pop>=50k
NJ,New Jersey,city,Core,East Orange,64949,40.76732,-74.20487,/{segment}/nj/east-orange/,pop>=50k
NJ,New Jersey,city,Core,North Bergen,63484,40.80427,-74.01208,/{segment}/nj/north-bergen/,pop>=50k
NJ,New Jersey,city,Core,Irvington,61323,40.73232,-74.23487,/{segment}/nj/irvington/,pop>=50k
NJ,New Jersey,city,Core,Vineland,60818,39.48623,-75.02573,/{segment}/nj/vineland/,pop>=50k
NJ,New Jersey,city,Core,South Vineland,58122,39.44595,-75.02879,/{segment}/nj/south-vineland/,pop>=50k
NJ,New Jersey,city,Core,Wayne,57915,40.92538,-74.27654,/{segment}/nj/wayne/,pop>=50k
NJ,New Jersey,city,Core,New Brunswick,57035,40.48622,-74.45182,/{segment}/nj/new-brunswick/,pop>=50k
NJ,New Jersey,city,Core,Union,56771,40.6976,-74.2632,/{segment}/nj/union/,pop>=50k
NJ,New Jersey,city,Core,Piscataway,56044,40.49927,-74.39904,/{segment}/nj/piscataway/,pop>=50k
NJ,New Jersey,city,Core,Jackson,54856,39.7765,-74.86238,/{segment}/nj/jackson/,pop>=50k
NJ,New Jersey,city,Core,Lakewood,53805,40.09789,-74.21764,/{segment}/nj/lakewood/,pop>=50k
NJ,New Jersey,city,Core,Hoboken,53635,40.74399,-74.03236,/{segment}/nj/hoboken/,pop>=50k
NJ,New Jersey,city,Core,West New York,53366,40.78788,-74.01431,/{segment}/nj/west-new-york/,pop>=50k
NJ,New Jersey,city,Core,Perth Amboy,52682,40.50677,-74.26542,/{segment}/nj/perth-amboy/,pop>=50k
NJ,New Jersey,city,Core,Plainfield,51217,40.63371,-74.40737,/{segment}/nj/plainfield/,pop>=50k
NJ,New Jersey,city,Core,Parsippany,51144,40.85788,-74.42599,/{segment}/nj/parsippany/,pop>=50k
NJ,New Jersey,city,Extended,Bloomfield,49120,40.80677,-74.18542,/{segment}/nj/bloomfield/,tier1-corridor-state
NJ,New Jersey,city,Extended,East Brunswick,48495,40.42788,-74.41598,/{segment}/nj/east-brunswick/,tier1-corridor-state
NJ,New Jersey,city,Extended,West Orange,48131,40.79871,-74.23904,/{segment}/nj/west-orange/,tier1-corridor-state
NJ,New Jersey,city,Extended,Sayreville,44920,40.45927,-74.36098,/{segment}/nj/sayreville/,tier1-corridor-state
NJ,New Jersey,city,Extended,Hackensack,44834,40.88593,-74.04347,/{segment}/nj/hackensack/,tier1-corridor-state
NJ,New Jersey,city,Extended,Bridgewater,44464,40.60079,-74.64815,/{segment}/nj/bridgewater/,tier1-corridor-state
NJ,New Jersey,city,Extended,North Brunswick,43905,40.454,-74.482,/{segment}/nj/north-brunswick/,tier1-corridor-state
NJ,New Jersey,city,Extended,Sicklerville,42891,39.71734,-74.96933,/{segment}/nj/sicklerville/,tier1-corridor-state
NJ,New Jersey,city,Extended,Sayreville Junction,42890,40.46538,-74.33043,/{segment}/nj/sayreville-junction/,tier1-corridor-state
NJ,New Jersey,city,Extended,Kearny,42137,40.76843,-74.14542,/{segment}/nj/kearny/,tier1-corridor-state
NJ,New Jersey,city,Extended,Linden,42021,40.62205,-74.24459,/{segment}/nj/linden/,tier1-corridor-state
NJ,New Jersey,city,Extended,Mount Laurel,41864,39.934,-74.891,/{segment}/nj/mount-laurel/,tier1-corridor-state
NJ,New Jersey,city,Extended,Marlboro,40191,40.31539,-74.24626,/{segment}/nj/marlboro/,tier1-corridor-state
NJ,New Jersey,city,Extended,Teaneck,40078,40.8976,-74.01597,/{segment}/nj/teaneck/,tier1-corridor-state
NJ,New Jersey,city,Extended,Montclair,39701,40.82593,-74.20903,/{segment}/nj/montclair/,tier1-corridor-state
NJ,New Jersey,city,Extended,Atlantic City,39260,39.36415,-74.42306,/{segment}/nj/atlantic-city/,tier1-corridor-state
NJ,New Jersey,city,Extended,Hillsborough,38303,40.4776,-74.62682,/{segment}/nj/hillsborough/,tier1-corridor-state
NJ,New Jersey,city,Extended,Sewell,37433,39.7665,-75.14434,/{segment}/nj/sewell/,tier1-corridor-state
NJ,New Jersey,city,Extended,Belleville,36878,40.79371,-74.15014,/{segment}/nj/belleville/,tier1-corridor-state
NJ,New Jersey,city,Extended,Fort Lee,36672,40.85093,-73.97014,/{segment}/nj/fort-lee/,tier1-corridor-state
NJ,New Jersey,city,Extended,Ewing,36559,40.26983,-74.79988,/{segment}/nj/ewing/,tier1-corridor-state
NJ,New Jersey,city,Extended,Pennsauken,36332,39.95622,-75.05795,/{segment}/nj/pennsauken/,tier1-corridor-state
NJ,New Jersey,city,Extended,Orange,34457,40.77066,-74.23265,/{segment}/nj/orange/,tier1-corridor-state
NJ,New Jersey,city,Extended,Fair Lawn,33597,40.94038,-74.13181,/{segment}/nj/fair-lawn/,tier1-corridor-state
NJ,New Jersey,city,Extended,Garfield,31802,40.88149,-74.1132,/{segment}/nj/garfield/,tier1-corridor-state
NJ,New Jersey,city,Extended,Willingboro,31668,40.02789,-74.86905,/{segment}/nj/willingboro/,tier1-corridor-state
NJ,New Jersey,city,Extended,Long Branch,30941,40.30428,-73.99236,/{segment}/nj/long-branch/,tier1-corridor-state
NJ,New Jersey,city,Extended,Westfield,30548,40.65899,-74.34737,/{segment}/nj/westfield/,tier1-corridor-state
NJ,New Jersey,city,Extended,Princeton,29603,40.34872,-74.65905,/{segment}/nj/princeton/,tier1-corridor-state
NJ,New Jersey,city,Extended,Rahway,29508,40.60816,-74.27765,/{segment}/nj/rahway/,tier1-corridor-state
NJ,New Jersey,city,Extended,Englewood,28539,40.89288,-73.97264,/{segment}/nj/englewood/,tier1-corridor-state
NJ,New Jersey,city,Extended,Millville,28230,39.40206,-75.03934,/{segment}/nj/millville/,tier1-corridor-state
NJ,New Jersey,city,Extended,Livingston,27853,40.79593,-74.31487,/{segment}/nj/livingston/,tier1-corridor-state
NJ,New Jersey,city,Extended,Bergenfield,27621,40.9276,-73.99736,/{segment}/nj/bergenfield/,tier1-corridor-state
NJ,New Jersey,city,Extended,Nutley,27572,40.82232,-74.15987,/{segment}/nj/nutley/,tier1-corridor-state
NJ,New Jersey,city,Extended,Paramus,26974,40.94454,-74.07542,/{segment}/nj/paramus/,tier1-corridor-state
NJ,New Jersey,city,Extended,West Milford,26968,41.13121,-74.36737,/{segment}/nj/west-milford/,tier1-corridor-state
NJ,New Jersey,city,Extended,Mercerville-Hamilton Square,26419,40.23126,-74.67223,/{segment}/nj/mercerville-hamilton-square/,tier1-corridor-state
NJ,New Jersey,city,Extended,Randolph,25734,40.84829,-74.58148,/{segment}/nj/randolph/,tier1-corridor-state
NJ,New Jersey,city,Extended,Ridgewood,25621,40.97926,-74.11653,/{segment}/nj/ridgewood/,tier1-corridor-state
NJ,New Jersey,city,Extended,Bridgeton,25031,39.42734,-75.23408,/{segment}/nj/bridgeton/,tier1-corridor-state
NJ,New Jersey,city,Extended,Maplewood,25008,40.73121,-74.27348,/{segment}/nj/maplewood/,tier1-corridor-state
NJ,New Jersey,city,Extended,Cliffside Park,24857,40.82149,-73.98764,/{segment}/nj/cliffside-park/,tier1-corridor-state
NJ,New Jersey,city,Extended,Lodi,24835,40.88232,-74.0832,/{segment}/nj/lodi/,tier1-corridor-state
NJ,New Jersey,corridor,Extended,I-76 (New Jersey),,,,/{segment}/corridors/i-76/nj/,tier2-freight-corridor; route-page-only
NJ,New Jersey,corridor,Extended,I-78 (New Jersey),,,,/{segment}/corridors/i-78/nj/,tier2-freight-corridor; route-page-only
NJ,New Jersey,corridor,Core,I-80 (New Jersey),,,,/{segment}/corridors/i-80/nj/,tier1-freight-corridor; full-exit-coverage
NJ,New Jersey,corridor,Core,I-95 (New Jersey),,,,/{segment}/corridors/i-95/nj/,tier1-freight-corridor; full-exit-coverage
NM,New Mexico,city,Core,Albuquerque,564559,35.08449,-106.65114,/{segment}/nm/albuquerque/,pop>=50k;top10-in-state
NM,New Mexico,city,Core,Las Cruces,101643,32.31232,-106.77834,/{segment}/nm/las-cruces/,pop>=50k;top10-in-state
NM,New Mexico,city,Core,Enchanted Hills,87521,35.33676,-106.59296,/{segment}/nm/enchanted-hills/,pop>=50k;top10-in-state
NM,New Mexico,city,Core,Rio Rancho,87521,35.23338,-106.66447,/{segment}/nm/rio-rancho/,pop>=50k;top10-in-state
NM,New Mexico,city,Core,Santa Fe,87505,35.68698,-105.9378,/{segment}/nm/santa-fe/,pop>=50k;top10-in-state
NM,New Mexico,city,Extended,Roswell,48544,33.39437,-104.52491,/{segment}/nm/roswell/,top10-in-state
NM,New Mexico,city,Extended,Farmington,42871,36.72806,-108.21869,/{segment}/nm/farmington/,top10-in-state
NM,New Mexico,city,Extended,South Valley,40976,35.01005,-106.67808,/{segment}/nm/south-valley/,top10-in-state
NM,New Mexico,city,Extended,Clovis,39480,34.4048,-103.20523,/{segment}/nm/clovis/,top10-in-state
NM,New Mexico,city,Extended,Hobbs,38416,32.70261,-103.13604,/{segment}/nm/hobbs/,top10-in-state
NM,New Mexico,city,Extended,Alamogordo,30753,32.89953,-105.96027,/{segment}/nm/alamogordo/,tier1-corridor-state
NM,New Mexico,city,Extended,Carlsbad,28957,32.42067,-104.22884,/{segment}/nm/carlsbad/,tier1-corridor-state
NM,New Mexico,corridor,Core,I-10 (New Mexico),,,,/{segment}/corridors/i-10/nm/,tier1-freight-corridor; full-exit-coverage
NM,New Mexico,corridor,Core,I-25 (New Mexico),,,,/{segment}/corridors/i-25/nm/,tier1-freight-corridor; full-exit-coverage
NM,New Mexico,corridor,Core,I-40 (New Mexico),,,,/{segment}/corridors/i-40/nm/,tier1-freight-corridor; full-exit-coverage
NV,Nevada,city,Core,Las Vegas,641903,36.17497,-115.13722,/{segment}/nv/las-vegas/,pop>=50k;top10-in-state
NV,Nevada,city,Core,Henderson,285667,36.0397,-114.98194,/{segment}/nv/henderson/,pop>=50k;top10-in-state
NV,Nevada,city,Core,Reno,264165,39.52963,-119.8138,/{segment}/nv/reno/,pop>=50k;top10-in-state
NV,Nevada,city,Core,North Las Vegas,234807,36.19886,-115.1175,/{segment}/nv/north-las-vegas/,pop>=50k;top10-in-state
NV,Nevada,city,Core,Paradise,223167,36.09719,-115.14666,/{segment}/nv/paradise/,pop>=50k;top10-in-state
NV,Nevada,city,Core,Sunrise Manor,189372,36.21108,-115.07306,/{segment}/nv/sunrise-manor/,pop>=50k;top10-in-state
NV,Nevada,city,Core,Spring Valley,178395,36.10803,-115.245,/{segment}/nv/spring-valley/,pop>=50k;top10-in-state
NV,Nevada,city,Core,Enterprise,108481,36.02525,-115.24194,/{segment}/nv/enterprise/,pop>=50k;top10-in-state
