state,state_name,page_type,tier,name,population,latitude,longitude,url_slug,include_reason
MD,Maryland,city,Core,Rockville,66980,39.084,-77.15276,/{segment}/md/rockville/,pop>=50k;top10-in-state
MD,Maryland,city,Core,Ellicott City,65834,39.26733,-76.79831,/{segment}/md/ellicott-city/,pop>=50k;top10-in-state
MD,Maryland,city,Core,Dundalk,63597,39.25066,-76.52052,/{segment}/md/dundalk/,pop>=50k
MD,Maryland,city,Core,Bethesda,60858,38.98067,-77.10026,/{segment}/md/bethesda/,pop>=50k
MD,Maryland,city,Core,Bowie,58025,38.94278,-76.73028,/{segment}/md/bowie/,pop>=50k
MD,Maryland,city,Core,Towson,55197,39.4015,-76.60191,/{segment}/md/towson/,pop>=50k
MD,Maryland,city,Extended,South Bel Air,48828,39.53316,-76.33746,/{segment}/md/south-bel-air/,tier1-corridor-state
MD,Maryland,city,Extended,Aspen Hill,48759,39.07955,-77.07303,/{segment}/md/aspen-hill/,tier1-corridor-state
MD,Maryland,city,Extended,Wheaton,48284,39.03983,-77.05526,/{segment}/md/wheaton/,tier1-corridor-state
MD,Maryland,city,Extended,Bel Air South,47709,39.50506,-76.31977,/{segment}/md/bel-air-south/,tier1-corridor-state
MD,Maryland,city,Extended,Gwynn Oak,47092,39.33261,-76.69275,/{segment}/md/gwynn-oak/,tier1-corridor-state
MD,Maryland,city,Extended,Potomac,44965,39.01817,-77.20859,/{segment}/md/potomac/,tier1-corridor-state
MD,Maryland,city,Extended,Severn,44231,39.13705,-76.6983,/{segment}/md/severn/,tier1-corridor-state
MD,Maryland,city,Extended,North Bethesda,43828,39.04455,-77.11887,/{segment}/md/north-bethesda/,tier1-corridor-state
MD,Maryland,city,Extended,Catonsville,41567,39.27205,-76.73192,/{segment}/md/catonsville/,tier1-corridor-state
MD,Maryland,city,Extended,Annapolis,40812,38.97859,-76.49184,/{segment}/md/annapolis/,tier1-corridor-state
MD,Maryland,city,Extended,Hagerstown,40432,39.64176,-77.71999,/{segment}/md/hagerstown/,tier1-corridor-state
MD,Maryland,city,Extended,Essex,39262,39.30927,-76.47496,/{segment}/md/essex/,tier1-corridor-state
MD,Maryland,city,Extended,Hanover,38088,39.19289,-76.72414,/{segment}/md/hanover/,tier1-corridor-state
MD,Maryland,city,Extended,Woodlawn,37879,39.32288,-76.72803,/{segment}/md/woodlawn/,tier1-corridor-state
MD,Maryland,city,Extended,Severna Park,37634,39.07039,-76.54524,/{segment}/md/severna-park/,tier1-corridor-state
MD,Maryland,city,Extended,Odenton,37132,39.084,-76.70025,/{segment}/md/odenton/,tier1-corridor-state
MD,Maryland,city,Extended,Saint Charles,36376,38.60317,-76.93858,/{segment}/md/saint-charles/,tier1-corridor-state
MD,Maryland,city,Extended,Clinton,35970,38.76511,-76.89831,/{segment}/md/clinton/,tier1-corridor-state
MD,Maryland,city,Extended,Oxon Hill-Glassmanor,35355,38.79615,-76.97499,/{segment}/md/oxon-hill-glassmanor/,tier1-corridor-state
MD,Maryland,city,Extended,North Bel Air,33925,39.53983,-76.35496,/{segment}/md/north-bel-air/,tier1-corridor-state
MD,Maryland,city,Extended,Olney,33844,39.15316,-77.06692,/{segment}/md/olney/,tier1-corridor-state
MD,Maryland,city,Extended,Suitland-Silver Hill,33515,38.84685,-76.92591,/{segment}/md/suitland-silver-hill/,tier1-corridor-state
MD,Maryland,city,Extended,Chillum,33513,38.96372,-76.99081,/{segment}/md/chillum/,tier1-corridor-state
MD,Maryland,city,Extended,St. Charles,33379,38.60728,-76.92478,/{segment}/md/st-charles/,tier1-corridor-state
MD,Maryland,city,Extended,Salisbury,32899,38.36067,-75.59937,/{segment}/md/salisbury/,tier1-corridor-state
MD,Maryland,city,Extended,Randallstown,32430,39.36733,-76.79525,/{segment}/md/randallstown/,tier1-corridor-state
MD,Maryland,city,Extended,College Park,32301,38.98067,-76.93692,/{segment}/md/college-park/,tier1-corridor-state
MD,Maryland,city,Extended,Montgomery Village,32032,39.17677,-77.19526,/{segment}/md/montgomery-village/,tier1-corridor-state
MD,Maryland,city,Extended,Pikesville,30764,39.37427,-76.72247,/{segment}/md/pikesville/,tier1-corridor-state
MD,Maryland,city,Extended,Parkville,30734,39.37733,-76.53969,/{segment}/md/parkville/,tier1-corridor-state
MD,Maryland,city,Extended,Owings Mills,30622,39.41955,-76.78025,/{segment}/md/owings-mills/,tier1-corridor-state
MD,Maryland,city,Extended,Bel Air North,30568,39.55429,-76.37309,/{segment}/md/bel-air-north/,tier1-corridor-state
MD,Maryland,city,Extended,Eldersburg,30531,39.40371,-76.95026,/{segment}/md/eldersburg/,tier1-corridor-state
MD,Maryland,city,Extended,Carney,29941,39.39427,-76.52358,/{segment}/md/carney/,tier1-corridor-state
MD,Maryland,city,Extended,South Gate,29658,39.129,-76.6258,/{segment}/md/south-gate/,tier1-corridor-state
MD,Maryland,city,Extended,Milford Mill,29042,39.34788,-76.76997,/{segment}/md/milford-mill/,tier1-corridor-state
MD,Maryland,city,Extended,West Elkridge,28734,39.20705,-76.72692,/{segment}/md/west-elkridge/,tier1-corridor-state
MD,Maryland,city,Extended,Perry Hall,28474,39.41261,-76.46357,/{segment}/md/perry-hall/,tier1-corridor-state
MD,Maryland,city,Extended,Crofton,27348,39.00178,-76.68747,/{segment}/md/crofton/,tier1-corridor-state
MD,Maryland,city,Extended,Laurel,26215,39.09928,-76.84831,/{segment}/md/laurel/,tier1-corridor-state
MD,Maryland,city,Extended,South Laurel,26112,39.06983,-76.85025,/{segment}/md/south-laurel/,tier1-corridor-state
MD,Maryland,city,Extended,Reisterstown,25968,39.46976,-76.8319,/{segment}/md/reisterstown/,tier1-corridor-state
MD,Maryland,city,Extended,Suitland,25825,38.84872,-76.92386,/{segment}/md/suitland/,tier1-corridor-state
MD,Maryland,city,Extended,Edgewood,25562,39.41872,-76.2944,/{segment}/md/edgewood/,tier1-corridor-state
MD,Maryland,city,Extended,Lochearn,25333,39.34066,-76.72219,/{segment}/md/lochearn/,tier1-corridor-state
MD,Maryland,city,Extended,Middle River,25191,39.33427,-76.43941,/{segment}/md/middle-river/,tier1-corridor-state
MD,Maryland,corridor,Core,I-70 (Maryland),,,,/{segment}/corridors/i-70/md/,tier1-freight-corridor; full-exit-coverage
MD,Maryland,corridor,Extended,I-81 (Maryland),,,,/{segment}/corridors/i-81/md/,tier2-freight-corridor; route-page-only
MD,Maryland,corridor,Extended,I-83 (Maryland),,,,/{segment}/corridors/i-83/md/,tier2-freight-corridor; route-page-only
MD,Maryland,corridor,Core,I-95 (Maryland),,,,/{segment}/corridors/i-95/md/,tier1-freight-corridor; full-exit-coverage
ME,Maine,city,Core,Portland,66881,43.65737,-70.2589,/{segment}/me/portland/,pop>=50k;top10-in-state
ME,Maine,city,Extended,Lewiston,36202,44.10035,-70.21478,/{segment}/me/lewiston/,top10-in-state
ME,Maine,city,Extended,Bangor,32391,44.79884,-68.77265,/{segment}/me/bangor/,top10-in-state
ME,Maine,city,Extended,West Scarborough,27706,43.57036,-70.38783,/{segment}/me/west-scarborough/,top10-in-state
ME,Maine,city,Extended,South Portland,25556,43.64147,-70.24088,/{segment}/me/south-portland/,top10-in-state
ME,Maine,city,Extended,South Portland Gardens,23893,43.63897,-70.31533,/{segment}/me/south-portland-gardens/,top10-in-state
ME,Maine,corridor,Core,I-95 (Maine),,,,/{segment}/corridors/i-95/me/,tier1-freight-corridor; full-exit-coverage
MI,Michigan,city,Core,Detroit,645705,42.33143,-83.04575,/{segment}/mi/detroit/,pop>=50k;top10-in-state
MI,Michigan,city,Core,Grand Rapids,195097,42.96336,-85.66809,/{segment}/mi/grand-rapids/,pop>=50k;top10-in-state
MI,Michigan,city,Core,Warren,134056,42.49044,-83.01304,/{segment}/mi/warren/,pop>=50k;top10-in-state
MI,Michigan,city,Core,Sterling Heights,132052,42.58031,-83.0302,/{segment}/mi/sterling-heights/,pop>=50k;top10-in-state
MI,Michigan,city,Core,Ann Arbor,117070,42.27756,-83.74088,/{segment}/mi/ann-arbor/,pop>=50k;top10-in-state
MI,Michigan,city,Core,Lansing,112644,42.73253,-84.55553,/{segment}/mi/lansing/,pop>=50k;top10-in-state
MI,Michigan,city,Core,Clinton Township,99753,42.58698,-82.91992,/{segment}/mi/clinton-township/,pop>=50k;top10-in-state
MI,Michigan,city,Core,Flint,98310,43.01253,-83.68746,/{segment}/mi/flint/,pop>=50k;top10-in-state
MI,Michigan,city,Core,Dearborn,95171,42.32226,-83.17631,/{segment}/mi/dearborn/,pop>=50k;top10-in-state
MI,Michigan,city,Core,Livonia,94635,42.36837,-83.35271,/{segment}/mi/livonia/,pop>=50k;top10-in-state
MI,Michigan,city,Core,Canton,86825,42.30865,-83.48216,/{segment}/mi/canton/,pop>=50k
MI,Michigan,city,Core,Troy,83280,42.60559,-83.14993,/{segment}/mi/troy/,pop>=50k
MI,Michigan,city,Core,Westland,82000,42.3242,-83.40021,/{segment}/mi/westland/,pop>=50k
MI,Michigan,city,Core,Farmington Hills,81330,42.48531,-83.37716,/{segment}/mi/farmington-hills/,pop>=50k
MI,Michigan,city,Core,Kalamazoo,76041,42.29171,-85.58723,/{segment}/mi/kalamazoo/,pop>=50k
MI,Michigan,city,Core,Waterford,75737,42.69303,-83.41181,/{segment}/mi/waterford/,pop>=50k
MI,Michigan,city,Core,Wyoming,75275,42.91336,-85.70531,/{segment}/mi/wyoming/,pop>=50k
MI,Michigan,city,Core,Shelby,74099,42.67087,-83.03298,/{segment}/mi/shelby/,pop>=50k
MI,Michigan,city,Core,Rochester Hills,73424,42.65837,-83.14993,/{segment}/mi/rochester-hills/,pop>=50k
MI,Michigan,city,Core,Southfield,73156,42.47337,-83.22187,/{segment}/mi/southfield/,pop>=50k
MI,Michigan,city,Core,West Bloomfield Township,64690,42.56891,-83.38356,/{segment}/mi/west-bloomfield-township/,pop>=50k
MI,Michigan,city,Core,Taylor,61568,42.24087,-83.26965,/{segment}/mi/taylor/,pop>=50k
MI,Michigan,city,Core,Pontiac,59917,42.63892,-83.29105,/{segment}/mi/pontiac/,pop>=50k
MI,Michigan,city,Core,Saint Clair Shores,59715,42.49698,-82.88881,/{segment}/mi/saint-clair-shores/,pop>=50k
MI,Michigan,city,Core,Royal Oak,59008,42.48948,-83.14465,/{segment}/mi/royal-oak/,pop>=50k
MI,Michigan,city,Core,Novi,58723,42.48059,-83.47549,/{segment}/mi/novi/,pop>=50k
MI,Michigan,city,Core,Dearborn Heights,56145,42.33698,-83.27326,/{segment}/mi/dearborn-heights/,pop>=50k
MI,Michigan,city,Core,Battle Creek,51589,42.3173,-85.17816,/{segment}/mi/battle-creek/,pop>=50k
MI,Michigan,city,Core,Kentwood,51357,42.86947,-85.64475,/{segment}/mi/kentwood/,pop>=50k
MI,Michigan,city,Extended,Redford,49936,42.38337,-83.2966,/{segment}/mi/redford/,tier1-corridor-state
MI,Michigan,city,Extended,Saginaw,49347,43.41947,-83.95081,/{segment}/mi/saginaw/,tier1-corridor-state
MI,Michigan,city,Extended,East Lansing,48471,42.73698,-84.48387,/{segment}/mi/east-lansing/,tier1-corridor-state
MI,Michigan,city,Extended,Portage,48177,42.20115,-85.58,/{segment}/mi/portage/,tier1-corridor-state
MI,Michigan,city,Extended,Roseville,47637,42.49726,-82.93714,/{segment}/mi/roseville/,tier1-corridor-state
MI,Michigan,city,Extended,Midland,42200,43.61558,-84.24721,/{segment}/mi/midland/,tier1-corridor-state
MI,Michigan,city,Extended,Muskegon,38401,43.23418,-86.24839,/{segment}/mi/muskegon/,tier1-corridor-state
MI,Michigan,city,Extended,Lincoln Park,37012,42.25059,-83.17854,/{segment}/mi/lincoln-park/,tier1-corridor-state
MI,Michigan,city,Extended,Bay City,33917,43.59447,-83.88886,/{segment}/mi/bay-city/,tier1-corridor-state
MI,Michigan,city,Extended,Holland,33742,42.78752,-86.10893,/{segment}/mi/holland/,tier1-corridor-state
MI,Michigan,city,Extended,Jackson,33133,42.24587,-84.40135,/{segment}/mi/jackson/,tier1-corridor-state
MI,Michigan,city,Extended,Eastpointe,32657,42.46837,-82.95547,/{segment}/mi/eastpointe/,tier1-corridor-state
MI,Michigan,city,Extended,Madison Heights,30198,42.48587,-83.1052,/{segment}/mi/madison-heights/,tier1-corridor-state
MI,Michigan,city,Extended,Oak Park,29752,42.45948,-83.18271,/{segment}/mi/oak-park/,tier1-corridor-state
MI,Michigan,city,Extended,Port Huron,29330,42.97086,-82.42491,/{segment}/mi/port-huron/,tier1-corridor-state
MI,Michigan,city,Extended,Southgate,29293,42.21393,-83.19381,/{segment}/mi/southgate/,tier1-corridor-state
MI,Michigan,city,Extended,Burton,28788,42.99947,-83.61634,/{segment}/mi/burton/,tier1-corridor-state
MI,Michigan,city,Extended,Allen Park,27425,42.25754,-83.21104,/{segment}/mi/allen-park/,tier1-corridor-state
MI,Michigan,city,Extended,Garden City,26920,42.32559,-83.33104,/{segment}/mi/garden-city/,tier1-corridor-state
MI,Michigan,city,Extended,Mount Pleasant,26060,43.59781,-84.76751,/{segment}/mi/mount-pleasant/,tier1-corridor-state
MI,Michigan,city,Extended,Forest Hills,25867,42.95947,-85.48975,/{segment}/mi/forest-hills/,tier1-corridor-state
MI,Michigan,city,Extended,Wyandotte,25156,42.21421,-83.14992,/{segment}/mi/wyandotte/,tier1-corridor-state
MI,Michigan,city,Extended,Saginaw Township North,24994,43.46004,-84.00674,/{segment}/mi/saginaw-township-north/,tier1-corridor-state
MI,Michigan,corridor,Extended,I-69 (Michigan),,,,/{segment}/corridors/i-69/mi/,tier2-freight-corridor; route-page-only
MI,Michigan,corridor,Core,I-75 (Michigan),,,,/{segment}/corridors/i-75/mi/,tier1-freight-corridor; full-exit-coverage
MI,Michigan,corridor,Extended,I-94 (Michigan),,,,/{segment}/corridors/i-94/mi/,tier2-freight-corridor; route-page-only
MI,Michigan,corridor,Extended,I-96 (Michigan),,,,/{segment}/corridors/i-96/mi/,tier2-freight-corridor; route-page-only
MN,Minnesota,city,Core,Minneapolis,410939,44.97997,-93.26384,/{segment}/mn/minneapolis/,pop>=50k;top10-in-state
MN,Minnesota,city,Core,Saint Paul,303176,44.94441,-93.09327,/{segment}/mn/saint-paul/,pop>=50k;top10-in-state
MN,Minnesota,city,Core,Rochester,112225,44.02163,-92.4699,/{segment}/mn/rochester/,pop>=50k;top10-in-state
MN,Minnesota,city,Core,Bloomington,86435,44.8408,-93.29828,/{segment}/mn/bloomington/,pop>=50k;top10-in-state
MN,Minnesota,city,Core,Duluth,86110,46.78327,-92.10658,/{segment}/mn/duluth/,pop>=50k;top10-in-state
MN,Minnesota,city,Core,Brooklyn Park,79149,45.09413,-93.35634,/{segment}/mn/brooklyn-park/,pop>=50k;top10-in-state
MN,Minnesota,city,Core,Plymouth,75907,45.01052,-93.45551,/{segment}/mn/plymouth/,pop>=50k;top10-in-state
MN,Minnesota,city,Core,Maple Grove,68385,45.07246,-93.45579,/{segment}/mn/maple-grove/,pop>=50k;top10-in-state
MN,Minnesota,city,Core,Woodbury,67855,44.92386,-92.95938,/{segment}/mn/woodbury/,pop>=50k;top10-in-state
MN,Minnesota,city,Core,Eagan,66286,44.80413,-93.16689,/{segment}/mn/eagan/,pop>=50k;top10-in-state
MN,Minnesota,city,Core,Saint Cloud,65842,45.5608,-94.16249,/{segment}/mn/saint-cloud/,pop>=50k
MN,Minnesota,city,Core,Eden Prairie,63496,44.85469,-93.47079,/{segment}/mn/eden-prairie/,pop>=50k
MN,Minnesota,city,Core,West Coon Rapids,62528,45.15969,-93.34967,/{segment}/mn/west-coon-rapids/,pop>=50k
MN,Minnesota,city,Core,Coon Rapids,62240,45.11997,-93.28773,/{segment}/mn/coon-rapids/,pop>=50k
MN,Minnesota,city,Core,Blaine,62124,45.1608,-93.23495,/{segment}/mn/blaine/,pop>=50k
MN,Minnesota,city,Core,Burnsville,61481,44.76774,-93.27772,/{segment}/mn/burnsville/,pop>=50k
MN,Minnesota,city,Core,Lakeville,60633,44.64969,-93.24272,/{segment}/mn/lakeville/,pop>=50k
MN,Minnesota,city,Core,Minnetonka,51669,44.9133,-93.50329,/{segment}/mn/minnetonka/,pop>=50k
MN,Minnesota,city,Core,Apple Valley,51221,44.73191,-93.21772,/{segment}/mn/apple-valley/,pop>=50k
MN,Minnesota,city,Core,Edina,50138,44.88969,-93.34995,/{segment}/mn/edina/,pop>=50k
MN,Minnesota,city,Core,Minnetonka Mills,50117,44.94107,-93.4419,/{segment}/mn/minnetonka-mills/,pop>=50k
MN,Minnesota,city,Extended,Saint Louis Park,45250,44.9483,-93.34801,/{segment}/mn/saint-louis-park/,tier1-corridor-state
MN,Minnesota,city,Extended,Moorhead,42005,46.87386,-96.76951,/{segment}/mn/moorhead/,tier1-corridor-state
MN,Minnesota,city,Extended,Mankato,41044,44.15906,-94.00915,/{segment}/mn/mankato/,tier1-corridor-state
MN,Minnesota,city,Extended,Maplewood,40567,44.95302,-92.99522,/{segment}/mn/maplewood/,tier1-corridor-state
MN,Minnesota,city,Extended,Shakopee,39981,44.79802,-93.5269,/{segment}/mn/shakopee/,tier1-corridor-state
MN,Minnesota,city,Extended,Richfield,36216,44.8833,-93.283,/{segment}/mn/richfield/,tier1-corridor-state
MN,Minnesota,city,Extended,Cottage Grove,35918,44.82774,-92.94382,/{segment}/mn/cottage-grove/,tier1-corridor-state
MN,Minnesota,city,Extended,Roseville,35580,45.00608,-93.15661,/{segment}/mn/roseville/,tier1-corridor-state
MN,Minnesota,city,Extended,Inver Grove Heights,34857,44.84802,-93.04272,/{segment}/mn/inver-grove-heights/,tier1-corridor-state
MN,Minnesota,city,Extended,Andover,32213,45.2333,-93.29134,/{segment}/mn/andover/,tier1-corridor-state
MN,Minnesota,city,Extended,Brooklyn Center,30770,45.07608,-93.33273,/{segment}/mn/brooklyn-center/,tier1-corridor-state
MN,Minnesota,city,Extended,Savage,30391,44.77913,-93.33634,/{segment}/mn/savage/,tier1-corridor-state
MN,Minnesota,city,Extended,Oakdale,28080,44.96302,-92.96494,/{segment}/mn/oakdale/,tier1-corridor-state
MN,Minnesota,city,Extended,Fridley,27713,45.08608,-93.26328,/{segment}/mn/fridley/,tier1-corridor-state
MN,Minnesota,city,Extended,Winona,27094,44.04996,-91.63932,/{segment}/mn/winona/,tier1-corridor-state
MN,Minnesota,city,Extended,Shoreview,26477,45.07913,-93.14717,/{segment}/mn/shoreview/,tier1-corridor-state
MN,Minnesota,city,Extended,Ramsey,25828,45.2611,-93.45,/{segment}/mn/ramsey/,tier1-corridor-state
MN,Minnesota,city,Extended,Owatonna,25725,44.08385,-93.22604,/{segment}/mn/owatonna/,tier1-corridor-state
MN,Minnesota,city,Extended,Chanhassen,25332,44.86219,-93.53079,/{segment}/mn/chanhassen/,tier1-corridor-state
MN,Minnesota,city,Extended,Prior Lake,25282,44.7133,-93.42273,/{segment}/mn/prior-lake/,tier1-corridor-state
MN,Minnesota,city,Extended,White Bear Lake,25205,45.08469,-93.00994,/{segment}/mn/white-bear-lake/,tier1-corridor-state
MN,Minnesota,city,Extended,Chaska,25199,44.78941,-93.60218,/{segment}/mn/chaska/,tier1-corridor-state
MN,Minnesota,corridor,Core,I-35 (Minnesota),,,,/{segment}/corridors/i-35/mn/,tier1-freight-corridor; full-exit-coverage
MN,Minnesota,corridor,Core,I-90 (Minnesota),,,,/{segment}/corridors/i-90/mn/,tier1-freight-corridor; full-exit-coverage
MN,Minnesota,corridor,Extended,I-94 (Minnesota),,,,/{segment}/corridors/i-94/mn/,tier2-freight-corridor; route-page-only
MO,Missouri,city,Core,Kansas City,475378,39.09973,-94.57857,/{segment}/mo/kansas-city/,pop>=50k;top10-in-state
MO,Missouri,city,Core,St. Louis,279695,38.62727,-90.19789,/{segment}/mo/st-louis/,pop>=50k;top10-in-state
MO,Missouri,city,Core,Springfield,170188,37.21533,-93.29824,/{segment}/mo/springfield/,pop>=50k;top10-in-state
MO,Missouri,city,Core,Columbia,129330,38.95171,-92.33407,/{segment}/mo/columbia/,pop>=50k;top10-in-state
MO,Missouri,city,Core,Independence,117255,39.09112,-94.41551,/{segment}/mo/independence/,pop>=50k;top10-in-state
MO,Missouri,city,Core,East Independence,110675,39.09556,-94.35523,/{segment}/mo/east-independence/,pop>=50k;top10-in-state
MO,Missouri,city,Core,Lee's Summit,95094,38.91084,-94.38217,/{segment}/mo/lees-summit/,pop>=50k;top10-in-state
MO,Missouri,city,Core,O'Fallon,85040,38.81061,-90.69985,/{segment}/mo/ofallon/,pop>=50k;top10-in-state
MO,Missouri,city,Core,Saint Joseph,76780,39.76861,-94.84663,/{segment}/mo/saint-joseph/,pop>=50k;top10-in-state
MO,Missouri,city,Core,Saint Charles,65794,38.78394,-90.48123,/{segment}/mo/saint-charles/,pop>=50k;top10-in-state
MO,Missouri,city,Core,Blue Springs,54148,39.01695,-94.28161,/{segment}/mo/blue-springs/,pop>=50k
MO,Missouri,city,Core,Saint Peters,52575,38.80033,-90.62651,/{segment}/mo/saint-peters/,pop>=50k
MO,Missouri,city,Core,Florissant,52268,38.78922,-90.32261,/{segment}/mo/florissant/,pop>=50k
MO,Missouri,city,Core,Joplin,51818,37.08423,-94.51328,/{segment}/mo/joplin/,pop>=50k
MO,Missouri,city,Extended,Chesterfield,47864,38.66311,-90.57707,/{segment}/mo/chesterfield/,tier1-corridor-state
MO,Missouri,city,Extended,Jefferson City,42595,38.5767,-92.17352,/{segment}/mo/jefferson-city/,tier1-corridor-state
MO,Missouri,city,Extended,Cape Girardeau,39462,37.30588,-89.51815,/{segment}/mo/cape-girardeau/,tier1-corridor-state
MO,Missouri,city,Extended,Oakville,36143,38.47005,-90.30456,/{segment}/mo/oakville/,tier1-corridor-state
MO,Missouri,city,Extended,Wildwood,35899,38.58283,-90.6629,/{segment}/mo/wildwood/,tier1-corridor-state
MO,Missouri,city,Extended,Wentzville,35603,38.81144,-90.85291,/{segment}/mo/wentzville/,tier1-corridor-state
MO,Missouri,city,Extended,University City,35058,38.65588,-90.30928,/{segment}/mo/university-city/,tier1-corridor-state
MO,Missouri,city,Extended,Ballwin,30577,38.59505,-90.54623,/{segment}/mo/ballwin/,tier1-corridor-state
MO,Missouri,city,Extended,Liberty,30450,39.24611,-94.41912,/{segment}/mo/liberty/,tier1-corridor-state
MO,Missouri,city,Extended,Raytown,29401,39.00862,-94.46356,/{segment}/mo/raytown/,tier1-corridor-state
MO,Missouri,city,Extended,Mehlville,28380,38.50839,-90.32289,/{segment}/mo/mehlville/,tier1-corridor-state
MO,Missouri,city,Extended,Kirkwood,27750,38.58339,-90.40678,/{segment}/mo/kirkwood/,tier1-corridor-state
MO,Missouri,city,Extended,Maryland Heights,27389,38.71311,-90.42984,/{segment}/mo/maryland-heights/,tier1-corridor-state
MO,Missouri,city,Extended,Gladstone,26861,39.20389,-94.55468,/{segment}/mo/gladstone/,tier1-corridor-state
MO,Missouri,city,Extended,Hazelwood,25661,38.77144,-90.37095,/{segment}/mo/hazelwood/,tier1-corridor-state
MO,Missouri,city,Extended,Grandview,25256,38.88584,-94.53301,/{segment}/mo/grandview/,tier1-corridor-state
MO,Missouri,corridor,Extended,I-29 (Missouri),,,,/{segment}/corridors/i-29/mo/,tier2-freight-corridor; route-page-only
MO,Missouri,corridor,Core,I-35 (Missouri),,,,/{segment}/corridors/i-35/mo/,tier1-freight-corridor; full-exit-coverage
MO,Missouri,corridor,Extended,I-44 (Missouri),,,,/{segment}/corridors/i-44/mo/,tier2-freight-corridor; route-page-only
MO,Missouri,corridor,Extended,I-49 (Missouri),,,,/{segment}/corridors/i-49/mo/,tier2-freight-corridor; route-page-only
MO,Missouri,corridor,Extended,I-55 (Missouri),,,,/{segment}/corridors/i-55/mo/,tier2-freight-corridor; route-page-only
MO,Missouri,corridor,Extended,I-57 (Missouri),,,,/{segment}/corridors/i-57/mo/,tier2-freight-corridor; route-page-only
MO,Missouri,corridor,Extended,I-64 (Missouri),,,,/{segment}/corridors/i-64/mo/,tier2-freight-corridor; route-page-only
MO,Missouri,corridor,Core,I-70 (Missouri),,,,/{segment}/corridors/i-70/mo/,tier1-freight-corridor; full-exit-coverage
MO,Missouri,corridor,Extended,I-72 (Missouri),,,,/{segment}/corridors/i-72/mo/,tier2-freight-corridor; route-page-only
MS,Mississippi,city,Core,Jackson,153701,32.29876,-90.18481,/{segment}/ms/jackson/,pop>=50k;top10-in-state
MS,Mississippi,city,Core,Gulfport,71856,30.36742,-89.09282,/{segment}/ms/gulfport/,pop>=50k;top10-in-state
MS,Mississippi,city,Core,West Gulfport,71329,30.40409,-89.0942,/{segment}/ms/west-gulfport/,pop>=50k;top10-in-state
MS,Mississippi,city,Core,Southaven,52589,34.98898,-90.01259,/{segment}/ms/southaven/,pop>=50k;top10-in-state
MS,Mississippi,city,Extended,Hattiesburg,46805,31.32712,-89.29034,/{segment}/ms/hattiesburg/,top10-in-state
MS,Mississippi,city,Extended,Biloxi,45637,30.39603,-88.88531,/{segment}/ms/biloxi/,top10-in-state
MS,Mississippi,city,Extended,Meridian,39661,32.36431,-88.70366,/{segment}/ms/meridian/,top10-in-state
MS,Mississippi,city,Extended,Olive Branch,36010,34.96176,-89.82953,/{segment}/ms/olive-branch/,top10-in-state
MS,Mississippi,city,Extended,Tupelo,35680,34.25807,-88.70464,/{segment}/ms/tupelo/,top10-in-state
MS,Mississippi,city,Extended,Greenville,32156,33.40898,-91.05978,/{segment}/ms/greenville/,top10-in-state
MS,Mississippi,city,Extended,Horn Lake,26915,34.95537,-90.03481,/{segment}/ms/horn-lake/,tier1-corridor-state
MS,Mississippi,city,Extended,Pearl,26462,32.27459,-90.13203,/{segment}/ms/pearl/,tier1-corridor-state
MS,Mississippi,city,Extended,Madison,25799,32.46181,-90.11536,/{segment}/ms/madison/,tier1-corridor-state
MS,Mississippi,city,Extended,Starkville,25366,33.45049,-88.81961,/{segment}/ms/starkville/,tier1-corridor-state
MS,Mississippi,city,Extended,Clinton,25254,32.34153,-90.32176,/{segment}/ms/clinton/,tier1-corridor-state
MS,Mississippi,corridor,Core,I-10 (Mississippi),,,,/{segment}/corridors/i-10/ms/,tier1-freight-corridor; full-exit-coverage
MS,Mississippi,corridor,Core,I-20 (Mississippi),,,,/{segment}/corridors/i-20/ms/,tier1-freight-corridor; full-exit-coverage
MS,Mississippi,corridor,Extended,I-55 (Mississippi),,,,/{segment}/corridors/i-55/ms/,tier2-freight-corridor; route-page-only
MS,Mississippi,corridor,Extended,I-59 (Mississippi),,,,/{segment}/corridors/i-59/ms/,tier2-freight-corridor; route-page-only
MS,Mississippi,corridor,Extended,I-69 (Mississippi),,,,/{segment}/corridors/i-69/ms/,tier2-freight-corridor; route-page-only
MT,Montana,city,Core,Billings,117116,45.78329,-108.50069,/{segment}/mt/billings/,pop>=50k;top10-in-state
MT,Montana,city,Core,Missoula,71022,46.87215,-113.994,/{segment}/mt/missoula/,pop>=50k;top10-in-state
MT,Montana,city,Core,Great Falls,59638,47.50024,-111.30081,/{segment}/mt/great-falls/,pop>=50k;top10-in-state
MT,Montana,city,Extended,Bozeman,43405,45.67965,-111.03856,/{segment}/mt/bozeman/,top10-in-state
MT,Montana,city,Extended,Butte,34190,46.00382,-112.53474,/{segment}/mt/butte/,top10-in-state
MT,Montana,city,Extended,Helena,32091,46.59271,-112.03611,/{segment}/mt/helena/,top10-in-state
MT,Montana,city,Extended,Kalispell,22052,48.19579,-114.31291,/{segment}/mt/kalispell/,top10-in-state
MT,Montana,corridor,Core,I-15 (Montana),,,,/{segment}/corridors/i-15/mt/,tier1-freight-corridor; full-exit-coverage
MT,Montana,corridor,Core,I-90 (Montana),,,,/{segment}/corridors/i-90/mt/,tier1-freight-corridor; full-exit-coverage
MT,Montana,corridor,Extended,I-94 (Montana),,,,/{segment}/corridors/i-94/mt/,tier2-freight-corridor; route-page-only
